,Unnamed: 0,Name,Size,Type,Alignment,Habitat,Main Habitat,Other Habitat,Treasure,AC,HP,Initiative,Walk,Burrow,Climb,Fly,Hover,Swim,STR Mod,INT Mod,DEX Mod,WIS Mod,CON Mod,CHA Mod,STR Save,INT Save,DEX Save,WIS Save,CON Save,CHA Save,Proficient,Expertise,Vulnerabilities,Slashing,Immunities Conditions,Immunities Damage,Blindsight,Darkvision,Truesight,Tremorsense,Passive Perception,Languages,CR,XP.,PB,Traits,# of Legendary Resistance,# of Atk,Atk 1 Type,Atk 1 Mod,Atk 1 Range,Atk 1 Range Short,Atk 1 Dam.,Atk 1 Damage Type,Atk 2 Type,Atk 2 Mod,Atk 2 Range,Atk 2 Range short,Atk 2 Dam.,Atk 2 Damage Type,Atk 3 Type,Atk 3 Mod,Atk 3 Range,Atk 3 Range short,Atk 3 Dam.,Atk 3 Damage Type,Atk 4 Type,Atk 4 Mod,Atk 4 Range,Atk 4 Range short,Atk 4 Dam.,Atk 4 Damage Type,Save DC,Saving Throw,Action Notes,Ability,Spell Save DC,Spell Saving Throws,Spell Attack,At Will,3.0/Day,2.0/Day,1.0/Day,Bonus Action,Reaction,Amount,Legendary Action Save DC,Legendary Action Saving Throw,Legendary Actions.,Lair,xp,Legendary Resistance,Legendary Actions,Lair Save DC,Lair Saving Throws,Other
242,242,Hezrou,Large,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,Any,18.0,157.0,6.0,30.0,,,,,,4.0,-3.0,3.0,1.0,5.0,1.0,7.0,-3.0,3.0,4.0,8.0,1.0,,,,"Cold, Fire, Lightning",Poisoned,Poison,,120.0,,,11.0,"Abyssal, Telepathy",8.00000/1,3900.0,3.0,"Demonic Restoration, Magic Resistance, Stench",,3.0,Melee,7.0,5.0,=,15.0,"Slashing, Poison",,,,=,,,,,,=,,,,,,=,,,16.0,Constitution,,,,,,,,,,Jump 30ft only using 10ft,,,,,,,,,,,,
243,243,Hill Giant,Huge,Giant,Chaotic Evil,Hill,Hill,,Armaments,13.0,105.0,2.0,40.0,,,,,,5.0,-3.0,-1.0,-1.0,4.0,-2.0,5.0,-3.0,-1.0,-1.0,4.0,-2.0,Perception,,,,,,,,,,12.0,Giant,5.00000/1,1800.0,3.0,,,2.0,Melee,8.0,10.0,=,18.0,Bludgeoning,Ranged,8.0,60.0,60,16.0,Bludgeoning,,,,=,,,,,,=,,,,,"Atk 1 on hit prone, Atk 2 on hit poisoned",,,,,,,,,,,,,,,,,,,,,
244,244,Hippogriff,Large,Monstrosity,Unaligned,"Grassland, Hill, Mountain","Grassland, Hill, Mountain",,,11.0,26.0,1.0,40.0,,,60.0,,,3.0,-4.0,1.0,1.0,1.0,-1.0,3.0,-4.0,1.0,1.0,1.0,-1.0,,Perception,,,,,,,,,15.0,,1.00000/1,200.0,2.0,Flyby,,2.0,Melee,5.0,5.0,=,7.0,Slashing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
245,245,Hippopotamus,Large,Beast,Unaligned,"Forest, Grassland, Swamp","Forest, Grassland, Swamp",,,14.0,82.0,-2.0,30.0,,,,,30.0,5.0,-4.0,-2.0,1.0,2.0,-3.0,7.0,-4.0,-2.0,1.0,2.0,-3.0,Perception,,,,,,,,,,13.0,,4.00000/1,1100.0,2.0,Hold Breath,,2.0,Melee,7.0,5.0,=,16.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
246,246,Hobgoblin Captain,Medium,Fey (Goblinoid),Lawful Evil,"Desert, Forest, Grassland, Hill, Mountain, Planar (Acheron), Underdark","Desert, Forest, Grassland, Hill, Mountain, Planar, Underdark",Acheron,"Armaments, Individual",17.0,58.0,4.0,30.0,,,,,,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,,,,,,,,60.0,,,10.0,"Common, Goblin",3.00000/1,700.0,2.0,Aura of Authority,,2.0,Melee,4.0,5.0,=,12.0,"Slashing, Poison",Ranged,4.0,150.0,150,11.0,"Piercing, Poison",,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
247,247,Hobgoblin Warlord,Medium,Fey (Goblinoid),Lawful Evil,"Desert, Forest, Grassland, Hill, Mountain, Planar (Acheron), Underdark","Desert, Forest, Grassland, Hill, Mountain, Planar, Underdark",Acheron,"Armaments, Individual",20.0,112.0,5.0,30.0,,,,,,3.0,2.0,2.0,0.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,,,,,,,,60.0,,,10.0,"Common, Goblin",6.00000/1,2300.0,3.0,Aura of Authority,,3.0,Melee,6.0,5.0,=,11.0,Piercing,Ranged,6.0,30.0,30,11.0,Piercing,Melee,6.0,5.0,=,12.0,Slashing,,,,=,,,,,Akt 1 and Akt 2 reduces speed by 10ft,,,,,,,,,,Parry hit by melee +3 AC,,,,,,,,,,,
248,248,Hobgoblin Warrior,Medium,Fey (Goblinoid),Lawful Evil,"Desert, Forest, Grassland, Hill, Mountain, Planar (Acheron), Underdark","Desert, Forest, Grassland, Hill, Mountain, Planar, Underdark",Acheron,"Armaments, Individual",18.0,11.0,3.0,30.0,,,,,,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,,,,,,,,60.0,,,10.0,"Common, Goblin",45659,100.0,2.0,Pack Tactics,,1.0,Melee,3.0,5.0,=,12.0,Slashing,Ranged,3.0,150.0,150,12.0,"Piercing, Poison",,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
249,249,Homunculus,Tiny,Construct,Neutral,Any,Any,,,13.0,4.0,2.0,20.0,,,40.0,,,-3.0,0.0,2.0,0.0,2.0,-2.0,-3.0,0.0,2.0,2.0,2.0,0.0,,,,,"Charmed, Poisoned",Poison,,60.0,,,10.0,Understands Common plus one other language,0.00000/1,10.0,2.0,Telepathic Bond,,1.0,Melee,4.0,5.0,=,1.0,Piercing,,,,=,,,,,,=,,,,,,=,,,12.0,"Constitution, Dexterity",Akt 1 on hit and fail poisoned fail by 5 or more and unconscious,,,,,,,,,,,,,,,,,,,,,
250,250,Hook Horror,Large,Monstrosity,Neutral,Underdark,Underdark,,,15.0,75.0,0.0,30.0,,30.0,,,,4.0,-2.0,0.0,1.0,2.0,-2.0,4.0,-2.0,0.0,1.0,4.0,-2.0,,Perception,,,,,60,120.0,,,15.0,Hook Horror,3.00000/1,700.0,2.0,,,2.0,Melee,6.0,10.0,=,11.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
251,251,Horned Devil,Large,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,Relics,18.0,199.0,7.0,30.0,,,60.0,,,6.0,1.0,3.0,3.0,5.0,4.0,10.0,1.0,7.0,7.0,5.0,8.0,,,,Cold,Poisoned,"Fire, Poison",,150.0,,,13.0,"Infernal, Telepathy",11.00000/1,7200.0,4.0,"Diabolical Restoration, Magic Resistance",,3.0,Melee,10.0,10.0,=,24.0,"Piercing, Fire",Ranged,8.0,150.0,150,26.0,Fire damage,,,,=,,,,,,=,,,17.0,Dexterity,Within 10ft on fail 10 necrotic damage 10 damage every round,,,,,,,,,,,,,,,,,,,,,
252,252,Hunter Shark,Large,Beast,Unaligned,Underwater,Underwater,,,12.0,45.0,2.0,5.0,,,,,40.0,4.0,-5.0,2.0,0.0,2.0,-3.0,4.0,-5.0,2.0,0.0,2.0,-3.0,Perception,,,,,,60,,,,12.0,,2.00000/1,450.0,2.0,Water Breathing,,1.0,Melee,6.0,5.0,=,14.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,Akt. has adv. if the target is already hurt,,,,,,,,,,,,,,,,,,,,,
253,253,Hydra,Huge,Monstrosity,Unaligned,"Coastal, Swamp","Coastal, Swamp",,Any,15.0,184.0,4.0,40.0,,,,,40.0,5.0,-4.0,1.0,0.0,5.0,-2.0,5.0,-4.0,1.0,0.0,5.0,-2.0,,Perception,,,"Blinded, Charmed, Deafened, Frightened, Stunned, Unconscious",,,60.0,,,16.0,,8.00000/1,3900.0,3.0,"Hold Breath, Multiple Heads, Creative Heads",,1.0,Melee,8.0,10.0,=,10.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,Atk 1 it gets another attack for every head,,,,,,,,,,,,,,,,,,,,,
254,254,Hyena,Medium,Beast,Unaligned,"Desert, Forest, Grassland, Hill","Desert, Forest, Grassland, Hill",,,11.0,5.0,1.0,50.0,,,,,,0.0,-4.0,1.0,1.0,1.0,-3.0,0.0,-4.0,1.0,1.0,1.0,-3.0,Perception,,,,,,,60.0,,,13.0,,0.00000/1,10.0,2.0,Pack Tactics,,1.0,Melee,2.0,5.0,=,3.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
255,255,Ice Devil,Large,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,Arcana,18.0,228.0,7.0,40.0,,,,,,5.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,7.0,7.0,9.0,9.0,"Insight, Perception, Persuasion",,,,Poisoned,"Cold, Fire, Poison",120,,,,17.0,"Infernal, Telepathy",14.00000/1,11500.0,5.0,"Diabolical Restoration, Magic Resistance",,3.0,Melee,10.0,5.0,=,24.0,"Piercing, Cold",Ranged,10.0,30.0,30,24.0,"Piercing, Cold",Melee,10.0,10.0,=,33.0,"Bludgeoning, Cold",,,,=,,,17.0,Dexterity,"Akt 1 and Akt 2 on hit target can't take a bonus action or reaction speed -10 and only move or take an action, Ice Wall recharge on 6 cast Wall of Ice",,,,,,,,,,,,,,,,,,,,,
256,256,Ice Mephit,Small,Elemental,Neutral Evil,"Arctic, Planar (Elemental Planes)","Arctic, Planar",Elemental Planes,,11.0,21.0,1.0,30.0,,,30.0,,,-2.0,-1.0,1.0,0.0,0.0,1.0,-2.0,-1.0,1.0,0.0,0.0,1.0,"Perception, Stealth",,Fire,,"Exhaustion, Poisoned","Cold, Poison",,60.0,,,12.0,Primordial (Aquan and Auran),45659,100.0,2.0,Death Burst,,1.0,Melee,3.0,5.0,=,5.0,"Slashing, Cold",,,,=,,,,,,=,,,,,,=,,,10.0,Constitution,"Frost Breath recharges on 6 15ft cone on fail 7 cold damage, Fod Cloud 1/day fod cloud",,,,,,,,,,,,,,,,,,,,,
257,257,Imp,Tiny,Fiend (Devil),Lawful Evil,Any,Any,,,13.0,21.0,3.0,20.0,,,40.0,,,-2.0,0.0,3.0,1.0,1.0,2.0,-2.0,0.0,3.0,1.0,1.0,2.0,"Deception, Insight, Stealth",,,Cold,,Fire,,120.0,,,11.0,"Common, Infernal",1.00000/1,200.0,2.0,"Devil's Sight, Magic Resistance",,1.0,Melee,5.0,5.0,=,13.0,"Piercing,Poison",,,,=,,,,,,=,,,,,,=,,,,,"Can go invisible, Can shapeshift into a rat raven or spider",,,,,,,,,,,,,,,,,,,,,
258,258,Incubus,Medium,Fiend,Neutral Evil,"Planar (Lower Planes), Urban","Planar, Urban",Lower Planes,Any,15.0,66.0,3.0,30.0,,,60.0,,,-1.0,2.0,3.0,1.0,1.0,5.0,-1.0,2.0,3.0,1.0,1.0,5.0,,"Deception, Insight, Perception, Persuasion, Stealth",,"Cold, Fire, Poison, Psychic",,,,60.0,,,15.0,"Abyssal, Common, Infernal, Telepathy",4.00000/1,1100.0,2.0,Succubus Form,,2.0,Melee,7.0,5.0,=,15.0,Psychic,,,,=,,,,,,=,,,,,,=,,,15.0,Wisdom,Akt 1 On hit the target is cursed and can't get the benefits of a short rest,Charisma,15.0,Wisdom,7.0,"Disguise Self, Etherealness",,,"Dream, Hypnotic Pattern",Nightmare reaches on 6 within 60ft on fail if the target has less than 21 hp they are unconscious it not 18 Psychic damage,,,,,,,,,,,,
259,259,Intellect Devourer,Tiny,Aberration,Lawful Evil,Underdark,Underdark,,,12.0,28.0,2.0,40.0,,,,,,-2.0,2.0,2.0,0.0,1.0,0.0,-2.0,2.0,2.0,0.0,1.0,0.0,"Perception, Stealth",,,Psychic,,,60,,,,12.0,"Understands Deep Speech, Telepathy",2.00000/1,450.0,2.0,Detect Intelligence,,2.0,Melee,4.0,5.0,=,7.0,Slashing,,,,=,,,,,,=,,,,,,=,,,12.0,Intelligence,"Devour Intellect 11 psychic damage and stunned, Steal Body target with 10 or fewer hp and incapacitated gets taken over",,,,,,,,,,,,,,,,,,,,,
260,260,Invisible Stalker,Large,Elemental,Neutral,Urban,Urban,,,14.0,97.0,7.0,50.0,,,50.0,50.0,,3.0,0.0,4.0,2.0,2.0,0.0,3.0,0.0,4.0,2.0,2.0,0.0,,"Perception, Stealth",,"Bludgeoning, Piercing, Slashing","Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",Poison,,60.0,,,18.0,"Common, Primordial (Auran)",6.00000/1,2300.0,3.0,"Air Form, Invisibility",,3.0,Melee,7.0,5.0,=,11.0,Force,,,,=,,,,,,=,,,,,,=,,,14.0,Constitution,Vortex on fail 7 thunder damage grappled cannot cast spells with verbal component and take 7 thunder damage every round,,,,,,,,,,,,,,,,,,,,,
261,261,Iron Golem,Large,Construct,Unaligned,Any,Any,,Any,20.0,252.0,9.0,30.0,,,,,,7.0,-4.0,-1.0,0.0,5.0,-5.0,7.0,-4.0,-1.0,0.0,5.0,-5.0,,,,,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned","Fire, Poison, Psychic",,120.0,,,10.0,Understands Common plus two other language,16.00000/1,15000.0,5.0,"Fire Absorption, Immutable Form, Magic Resistance",,3.0,Melee,12.0,10.0,=,30.0,"Slashing, Fire",Ranged,10.0,120.0,120,36.0,Fire,,,,=,,,,,,=,,,18.0,"Constitution, Dexterity",Poison Breath recharges on 6 on 60ft cone on fail 55 poison,,,,,,,,,,,,,,,,,,,,,
262,262,Jackal,Small,Beast,Unaligned,"Desert, Grassland","Desert, Grassland",,,12.0,3.0,2.0,40.0,,,,,,-1.0,-4.0,2.0,1.0,0.0,-2.0,-1.0,-4.0,2.0,1.0,0.0,-2.0,Stealth,Perception,,,,,,90.0,,,15.0,,0.00000/1,10.0,2.0,,,1.0,Melee,1.0,5.0,=,1.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263,Jackalwere,Small,Fiend,Chaotic Evil,"Desert, Grassland","Desert, Grassland",,Implements,12.0,18.0,2.0,40.0,,,,,,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,Stealth,"Deception, Perception",,,,,,90.0,,,14.0,Common,45659,100.0,2.0,Pack Tactics,,2.0,Melee,4.0,5.0,=,5.0,Piercing,Melee,4.0,5.0,=,4.0,Bludgeoning,,,,=,,,,,,=,,,10.0,Wisdom,Sleep Gaze recharges 5-6 within 30ft on fail is unconscious,,,,,,,,,Shape-shift,,,,,,,,,,,,
264,264,Juvenile Shadow Dragon,Medium,Dragon,Chaotic Evil,"Planar (Shadowfell), Underdark","Planar, Underdark",Shadowfell,Any,15.0,45.0,4.0,30.0,,30.0,60.0,,,3.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,4.0,0.0,3.0,2.0,,"Perception, Stealth",,,,Neurotic,10,60.0,,,14.0,"Common, Draconic",4.00000/1,1100.0,2.0,"Living Shadow, Sunlight Sensitivity",,2.0,Melee,5.0,10.0,=,10.0,"Slashing, Necrotic",,,,=,,,,,,=,,,,,,=,,,13.0,Dexterity,Shadow Breath recharges 5-6 30ft coone 17 Necrotic if reduces a humanoid to 0 a shadow rises from its corpse,,,,,,,,,Take the hide action in dim light or darkness,,,,,,,,,,,,
265,265,Kenku,Medium,Monstrosity,Neutral,"Forest, Planar (Shadowfell), Urban","Forest, Planar, Urban",Shadowfell,"Implements, Individual",13.0,13.0,3.0,30.0,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,"Perception, Stealth",Deception,,,,,,60.0,,,12.0,"Common, Primordial (Auran)",45661,50.0,2.0,Mimicry,,1.0,Melee,5.0,5.0,=,6.0,Necrotic,Ranged,5.0,60.0,60,6.0,Necrotic,,,,=,,,,,,=,,,10.0,Dexterity,,,,,,,,,,Eldritch Lantern recharges on 4-6 cast Faerie Fire,,,,,,,,,,,,
266,266,Killer Whale,Huge,Beast,Unaligned,Underwater,Underwater,,,12.0,90.0,2.0,5.0,,,,,60.0,4.0,-4.0,2.0,1.0,1.0,-2.0,4.0,-4.0,2.0,1.0,1.0,-2.0,"Perception, Stealth",,,,,,120,,,,13.0,,3.00000/1,700.0,2.0,Hold Breath,,1.0,Melee,6.0,5.0,=,21.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267,Knight,Medium or Small,Humanoid,Neutral,Any,Any,,"Armaments, Individual",18.0,52.0,0.0,30.0,,,,,,3.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,4.0,2.0,,,,,Frightened,,,,,,10.0,Common one other language,3.00000/1,700.0,2.0,,,2.0,Melee,5.0,5.0,=,14.0,"Slashing,Radiant",Ranged,5.0,5.0,5,14.0,"Piercing, Radiant",,,,=,,,,,,=,,,,,,,,,,,,,,,Parry hit by  melee +2 to AC,,,,,,,,,,,
268,268,Kobold Warrior,Small,Dragon,Neutral,"Arctic, Coastal, Desert, Forest, Hill, Mountain, Swamp, Underdark, Urban","Arctic, Coastal, Desert, Forest, Hill, Mountain, Swamp, Underdark, Urban",,Armaments,14.0,7.0,2.0,30.0,,,,,,-2.0,-1.0,2.0,-2.0,-1.0,-1.0,-2.0,-1.0,2.0,-2.0,-1.0,-1.0,,,,,,,,60.0,,,8.0,"Common, Draconic",45665,25.0,2.0,"Pack Tactics, Sunlight Sensitivity",,1.0,Melee,4.0,5.0,=,4.0,Piercing,Ranged,4.0,20.0,20,4.0,Piercing,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
269,269,Kraken,Gargantuan,Monstrosity (Titan),Chaotic Evil,Underwater,Underwater,,Any,18.0,481.0,14.0,30.0,,,,,120.0,10.0,6.0,0.0,4.0,8.0,5.0,17.0,6.0,7.0,11.0,15.0,5.0,,,,,"Frightened, Grappled, Paralyzed, Restrained","Cold, Lightning",,,120.0,,21.0,"Understands Abyssal, Celestial, Infernal, Primordial, Telepathy",23.00000/1,50000.0,7.0,"Amphibious, Siege Monster",4.0,3.0,Melee,17.0,30.0,=,24.0,,,,,=,,,,,,=,,,,,,=,,,25.0,Dexterity,"Fling throws grappled target 60ft on fail the thrown target and each creature in the throne space 18 bludgeoning, Lightning Strike within 120ft on fail 33 lightning damage, Swallow a grappled target on fail 23 piercing damage not grappled but restrained  total cover and 24 Acid damage on every round",,,,,,,,,,,3.0,23.0,Constitution,"Storm Bolt lightning strike, Toxic Ink within 15ft on fail blinded and poisoned and move up to half its speed",Yes,62000.0,5.0,4.0,,,"Ocean Tyrant every creature in 1 mile is charmed, Sea and Storm cast Control Weather"
270,270,Kuo-toa,Medium,Aberration,Neutral Evil,"Coastal, Underdark","Coastal, Underdark",,Relics,13.0,18.0,0.0,30.0,,,,,30.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,,Perception,,,,,,120.0,30.0,,14.0,Undercommon,45661,50.0,2.0,"Amphibious, Sunlight Sensitivity",,1.0,Melee,3.0,5.0,=,5.0,Piercing,Ranged,3.0,20.0,20,5.0,Piercing,,,,=,,,,,,=,,,10.0,"Dexterity, Strength",Sticky Net 15ft range restrained on fail saved,,,,,,,,,,Grappled Condition on missed Akt and failed save DC 11,,,,,,,,,,,
271,271,Kuo-toa Archpriest,Medium,Aberration,Neutral Evil,"Coastal, Underdark","Coastal, Underdark",,Relics,13.0,105.0,2.0,30.0,,,,,30.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,Religion,Perception,,,,,,120.0,30.0,,19.0,Undercommon,6.00000/1,2300.0,3.0,"Amphibious, Sunlight Sensitivity",,3.0,Melee,6.0,5.0,=,20.0,Lighting,Ranged,6.0,120.0,120,20.0,Lightning,,,,=,,,,,,=,,,,,,Wisdom,14.0,"Constitution, Wisdom",6.0,"Detect Magic, Thaumaturgy",,Shield of Faith,"Destructive Wave, Divination, Hold Monster (level 6), Scrying, Tongues",Cast Shield of Faith,,,,,,,,,,,,
272,272,Kuo-toa Monitor,Medium,Aberration,Neutral Evil,"Coastal, Underdark","Coastal, Underdark",,Relics,13.0,65.0,0.0,30.0,,,,,30.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,Religion,Perception,,,,,,120.0,30.0,,16.0,Undercommon,3.00000/1,700.0,2.0,"Amphibious, Sunlight Sensitivity",,2.0,Melee,5.0,10.0,=,13.0,"Slashing, Lighting",,,,=,,,,,,=,,,,,,=,,,,,Akt 1 on a hit the target can't make opportunity attacks,,,,,,,,,,,,,,,,,,,,,
273,273,Kuo-toa Whip,Medium,Aberration,Neutral Evil,"Coastal, Underdark","Coastal, Underdark",,Relics,11.0,45.0,0.0,30.0,,,,,30.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,Religion,Perception,,,,,,120.0,30.0,,16.0,Undercommon,1.00000/1,200.0,2.0,"Amphibious, Sunlight Sensitivity",,1.0,Melee,4.0,10.0,=,9.0,Piercing,Ranged,4.0,60.0,60,9.0,Acid,,,,=,,,,,,=,,,,,Akt 1 on a hit target is grappled,Wisdom,,,,,,Shield of Faith,,Cast Shield of Faith,,,,,,,,,,,,
274,274,Lacedon Ghoul,Medium,Undead,Chaotic Evil,"Swamp, Underdark, Urban","Swamp, Underdark, Urban",,Any,12.0,22.0,2.0,30.0,,,,,30.0,1.0,-2.0,2.0,0.0,0.0,-2.0,1.0,-2.0,2.0,0.0,0.0,-2.0,,,,Cold,"Charmed, Exhaustion, Poisoned",Poison,,60.0,,,10.0,Common,1.00000/1,200.0,2.0,,,2.0,Melee,4.0,5.0,=,9.0,Cold,Melee,4.0,5.0,=,4.0,Slashing,,,,=,,,,,,=,,,10.0,Constitution,"Akt 1 on hit speed decrease by 5, Akt 2 on hit and fail and paralyzed",,,,,,,,,Watery Rush while underwater move 1/2 without opportunity,,,,,,,,,,,,
275,275,Lamia,Large,Fiend,Chaotic Evil,Desert,Desert,,Arcana,13.0,97.0,1.0,40.0,,,,,,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,Insight,"Deception, Stealth",,,,,,60.0,,,12.0,"Abyssal, Common",4.00000/1,1100.0,2.0,,,2.0,Melee,5.0,5.0,=,14.0,"Slashing, Psychic",,,,=,,,,,,=,,,,,,=,,,13.0,Wisdom,Within 5ft on fail 13 psychic damage and cursed charmed and poisoned,Charisma,13.0,Wisdom,5.0,"Disguise Self, Minor Illusion",,,"Geas, Major Image, Scrying",Jump 30ft spending 10ft movement,,,,,,,,,,,,
276,276,Larva,Medium,Fiend,Neutral Evil,Planar (Lower Planes),Planar,Lower Planes,,9.0,9.0,-2.0,20.0,,,,,,-1.0,-2.0,-1.0,0.0,0.0,-4.0,-1.0,-2.0,-1.0,0.0,0.0,-4.0,,,,,,,,60.0,,,10.0,Understands Common and another language,0.00000/1,10.0,2.0,,,1.0,Melee,1.0,5.0,=,1.0,Necrotic,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
277,277,Lemure,Medium,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,,9.0,9.0,-3.0,20.0,,,,,,0.0,-5.0,-3.0,0.0,0.0,-4.0,0.0,-5.0,-3.0,0.0,0.0,-4.0,,,,Cold,"Charmed, Frightened, Poisoned","Fire, Poison",,120.0,,,10.0,Understands Infernal,0.00000/1,10.0,2.0,Hellish Restoration,,1.0,Melee,2.0,5.0,=,2.0,Poison,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
278,278,Lich,Medium,Undead (Wizard),Neutral Evil,Any,Any,,Arcana,20.0,315.0,17.0,30.0,,,,,,0.0,5.0,3.0,2.0,9.0,3.0,3.0,12.0,10.0,9.0,10.0,3.0,"History, Insight, Perception",Arcana,,"Cold, Lightning","Charmed, Exhaustion, Frightened, Paralyzed, Poisoned","Necrotic, Poison",,,120.0,,19.0,All,21.00000/1,33000.0,7.0,Spirit Jar,4.0,3.0,Melee,12.0,5.0,=,31.0,Force,Ranged,12.0,120.0,120,31.0,Force,Mele,12.0,5.0,=,15.0,Cold,,,,=,,,,,Akt 2 on hit paralyzed,Intelligence,20.0,"Constitution, Dexterity, Wisdom",12.0,"Counterspell, Detect Magic, Detect Thoughts, Dispel Magic, Fear, Fireball(level 5), Invisibility, Lightning Bolt(level 5), Mage Hand, Prestidigitation, Shield",,"Animate Dead, Dimension Door, Plane Shift","Chain Lightning, Finger of Death, Power Word Kill, Scrying",,Protective Magic cast counterspell or shield,3.0,20.0,Constitution,"Deathly Teleport teleport 60ft within 10ft 11 Necrotic damage, Disrupt Life within 20ft on fail 21 Necrotic, Frightening Gaze cast fear",Yes,41000.0,5.0,4.0,,,Cast Clairvoyance
279,279,Lion,Large,Beast,Unaligned,"Desert, Grassland, Hill, Mountain","Desert, Grassland, Hill, Mountain",,,12.0,22.0,2.0,50.0,,,,,,3.0,-4.0,2.0,1.0,0.0,-1.0,3.0,-4.0,2.0,1.0,0.0,-1.0,"Perception, Stealth",,,,,,,60.0,,,13.0,,1.00000/1,200.0,2.0,"Pact Tactics, Running Leap",,2.0,Melee,5.0,5.0,=,7.0,Slashing,,,,=,,,,,,=,,,,,,=,,,11.0,Wisdom,Wis. save to cause fear,,,,,,,,,,,,,,,,,,,,,
280,280,Lizard,Tiny,Beast,Unaligned,"Coastal, Desert, Forest, Swamp, Underdark","Coastal, Desert, Forest, Swamp, Underdark",,,10.0,2.0,0.0,20.0,,20.0,,,,-4.0,-5.0,0.0,-1.0,0.0,-4.0,-4.0,-5.0,0.0,-1.0,0.0,-4.0,,,,,,,,30.0,,,9.0,,0.00000/1,10.0,2.0,Spider Climb,,1.0,Melee,2.0,5.0,=,1.0,Piercing,,,,=,,,,,,=,,,,,,=,,,,,,,,,,,,,,,,,,,,,,,,,,
281,281,Lizardfolk Geomancer,Medium,Elemental,Neutral,"Forest, Swamp","Forest, Swamp",,Individual,13.0,33.0,0.0,30.0,20.0,,,,30.0,2.0,0.0,0.0,2.0,1.0,-1.0,2.0,0.0,0.0,2.0,1.0,-1.0,"Nature, Perception",Stealth,,,,,,,,,14.0,"Draconic, Primordial (Terran)",2.00000/1,450.0,2.0,,,2.0,Melee,4.0,5.0,=,9.0,Bludgeoning,Ranged,4.0,60.0,60,9.0,Bludgeoning,,,,=,,,,,,=,,,12.0,Constitution,Hail of Stone recharges on 5-6 within 20ft radius and 40ft high cylinder on fail 15 bludgeoning and prone,Wisdom,12.0,,4.0,Elementalism,,,"Meld into Stone, Speak with Plants, Spike Growth",,,,,,,,,,,,,
